source_run_id,execution_id,source_id,source_name,source_profile_id,source_group_id,independence_group_id,source_type,source_tier,source_status_at_run,acquisition_channel_id,recipe_id,content_domain_tags,access_mode,access_permission_status,usage_restriction,requested_at,retrieved_at,publication_time,business_time_start,business_time_end,source_locator,raw_artifact_ref,content_hash,retrieval_status,quality_status,directness,traceability,independence,time_relevance,scope_match,license_scope,notes
SR-011,EXEC-USCTRL-CNSEMI-EQP-20260715-1,SRC-SEMI-FORECAST,SEMI 2025年末设备市场预测,SP-INDUSTRY-ASSOC,INDUSTRY-DATA,SEMI-FORECAST,industry_release,S2,active,AC-OFFICIAL-WEB,R-SUPPLY-DEMAND,equipment_sales|2026_forecast|2027_forecast,public_web,public,2026与2027为预测且会修订,2026-07-15T18:48:00+08:00,2026-07-15T18:49:00+08:00,2025-12-16,2025-01-01,2027-12-31,https://www.semi.org/en/semi-press-release/global-semiconductor-equipment-sales-projected-to-reach-a-record-of-156-billion-dollars-in-2027-semi-reports,02_assets/source_captures/SR-011.json,sha256:efd852dddaa99c3edf79ddd0f006859b634cb02454cb7894da38b49cecb24294,retrieved,high,direct,full,independent,high,high,public_link_only,全球设备销售2025至2027为1330 1450 1560亿美元且中国仍领先但增速趋缓
SR-012,EXEC-USCTRL-CNSEMI-EQP-20260715-1,SRC-HUAHONG-2025,华虹半导体2025年年报,SP-COMPANY-FILING,FAB-DEMAND,HUAHONG,annual_report,S2,active,AC-FILING-WEB,R-SUPPLY-DEMAND,fab_utilization|capacity_ramp|china_foundry,public_web,public,单一特色工艺晶圆厂样本,2026-07-15T18:50:00+08:00,2026-07-15T18:51:00+08:00,2026-03-26,2025-01-01,2025-12-31,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0326/2026032602730.pdf,02_assets/source_captures/SR-012.json,sha256:93df86eb80594976fc62032f43c9cce95a76d1e1c78dd7158d8605b09ab3c384,retrieved,high,direct,full,independent,high,medium,public_link_only,8英寸和12英寸利用率全年高于100%且Fab9快速爬坡
SR-013,EXEC-USCTRL-CNSEMI-EQP-20260715-1,SRC-SSE-2024,上交所科创板2024年度设备公司汇总,SP-EXCHANGE,DOMESTIC-EQUIPMENT,SSE-2024,exchange_summary,S2,active,AC-FILING-WEB,R-COMMERCIALIZATION,domestic_equipment|shipments|revenue_growth,public_web,public,行业汇总需结合公司年报且只覆盖科创板样本,2026-07-15T18:52:00+08:00,2026-07-15T18:53:00+08:00,2025-04-30,2024-01-01,2024-12-31,https://www.sse.com.cn/aboutus/mediacenter/hotandd/c/c_20250430_10778299.shtml,02_assets/source_captures/SR-013.json,sha256:22cbe9a04078aa51601272ff38540eb53f86bf0cccf19d12444eb81938490f64,retrieved,medium_high,direct,full,independent,medium,high,public_link_only,十余家设备公司出货超16000台且营收同比增长38.8%
SR-014,EXEC-USCTRL-CNSEMI-EQP-20260715-1,SRC-NAURA-2025,北方华创2025年年度报告,SP-COMPANY-FILING,DOMESTIC-EQUIPMENT,NAURA,annual_report,S2,active,AC-FILING-WEB,R-COMMERCIALIZATION,revenue|gross_margin|r_and_d|equipment_categories,public_web,public,总营收包含非集成电路装备业务,2026-07-15T18:52:00+08:00,2026-07-15T18:53:00+08:00,2026-04-18,2025-01-01,2025-12-31,https://static.cninfo.com.cn/finalpage/2026-04-18/1225122918.PDF,02_assets/source_captures/SR-014.json,sha256:921ae7b8264a97f1370bdc119a5caa4c945f070bf32c08d777f7535b22893627,retrieved,high,direct,full,independent,high,high,public_link_only,营收393.53亿元同比30.85%且集成电路设备收入同比超50%但毛利率降至40.10%
SR-015,EXEC-USCTRL-CNSEMI-EQP-20260715-1,SRC-AMEC-H1,中微公司2025年半年度报告,SP-COMPANY-FILING,DOMESTIC-EQUIPMENT,AMEC,interim_report,S2,active,AC-FILING-WEB,R-COMMERCIALIZATION,etch|LPCVD|ALD|repeat_order,public_web,public,半年度产品阶段不能替代全年财务比较,2026-07-15T18:54:00+08:00,2026-07-15T18:55:00+08:00,2025-08-29,2025-01-01,2025-06-30,https://static.cninfo.com.cn/finalpage/2025-08-29/1224606011.PDF,02_assets/source_captures/SR-015.json,sha256:f815207cc4d852c4d774ef776ee43e708a4d4d90df3d06bb436e204efe68d57c,retrieved,high,direct,full,independent,high,high,public_link_only,多款LPCVD和ALD进入市场并获大批量重复性订单
SR-016,EXEC-USCTRL-CNSEMI-EQP-20260715-1,SRC-PIOTECH-2025,拓荆科技2025年年度报告摘要与公司产品里程碑,SP-COMPANY-FILING,DOMESTIC-EQUIPMENT,PIOTECH,annual_report,S2,active,AC-FILING-WEB,R-COMMERCIALIZATION,deposition|revenue|batch_order|reaction_chambers,public_web,public,公司收入增速受产品结构和低基数影响,2026-07-15T18:54:00+08:00,2026-07-15T18:55:00+08:00,2026-04-27,2025-01-01,2025-12-31,https://dataclouds.cninfo.com.cn/shgonggao/hsomarket/2026/20260427/7dbd17dd6d8d4e128760e3ba48ee2da8.PDF,02_assets/source_captures/SR-016.json,sha256:e75e04684d46a23f242cb2675e1cb409d645b39e604113bc9999afcb2f329c2a,retrieved,high,direct,full,independent,high,high,public_link_only,2025营收65.19亿元同比58.87%且混合键合获批量订单
SR-017,EXEC-USCTRL-CNSEMI-EQP-20260715-1,SRC-ACMR-2025,ACM Research 2025年年报与业绩发布,SP-COMPANY-FILING,DOMESTIC-EQUIPMENT,ACMR,annual_report,S2,active,AC-FILING-WEB,R-COMMERCIALIZATION,cleaning|entity_list|components|requalification,public_web,public,美元口径且集团与盛美上海范围需区分,2026-07-15T18:56:00+08:00,2026-07-15T18:57:00+08:00,2026-02-26,2025-01-01,2025-12-31,https://www.sec.gov/Archives/edgar/data/1680062/000162828026013231/acmr-20251231.htm,02_assets/source_captures/SR-017.json,sha256:6b779637686f986e1819755ef6d7ef8c27dd3a0c113e528fe15aafa378efe1a8,retrieved,high,direct,full,independent,high,high,public_link_only,实体清单限制美国部件且替代部件需客户认证但公司称影响可管理
SR-018,EXEC-USCTRL-CNSEMI-EQP-20260715-1,SRC-HWATSING-2025,华海清科2025年年度报告,SP-COMPANY-FILING,DOMESTIC-EQUIPMENT,HWATSING,annual_report,S2,active,AC-FILING-WEB,R-COMMERCIALIZATION,CMP|thinning|ion_implant|wet_cleaning|service,public_web,public,公司收入包含装备与服务且类别阶段不同,2026-07-15T18:56:00+08:00,2026-07-15T18:57:00+08:00,2026-04-23,2025-01-01,2025-12-31,https://static.cninfo.com.cn/finalpage/2026-04-23/1225156951.PDF,02_assets/source_captures/SR-018.json,sha256:f39c8fc361eaa866c883786b4b5cc3ca42f43eea366fa531915112834261bb41,retrieved,high,direct,full,independent,high,high,public_link_only,半导体装备收入40.54亿元同比约33.46%且湿法设备批量销售
SR-019,EXEC-USCTRL-CNSEMI-EQP-20260715-1,SRC-KINGSEMI-2025,芯源微2025年年度报告,SP-COMPANY-FILING,DOMESTIC-EQUIPMENT,KINGSEMI,annual_report,S2,active,AC-FILING-WEB,R-COMMERCIALIZATION,coater_developer|cleaning|revenue|profit,public_web,public,利润下降与新品投入需结合产品验证阶段,2026-07-15T18:58:00+08:00,2026-07-15T18:59:00+08:00,2026-04-18,2025-01-01,2025-12-31,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-18/688037_20260418_V5LA.pdf,02_assets/source_captures/SR-019.json,sha256:7feb9c8fe68e50344bbaf6e7c6e240c47eb92277445c01602eb685c1018857ae,retrieved,high,direct,full,independent,high,high,public_link_only,营收19.48亿元同比11.11%但归母净利同比下降64.64%
SR-020,EXEC-USCTRL-CNSEMI-EQP-20260715-1,SRC-SSE-2025,上交所科创板集成电路企业2025年业绩汇总,SP-EXCHANGE,DOMESTIC-EQUIPMENT,SSE-2025,exchange_summary,S2,active,AC-FILING-WEB,R-COMMERCIALIZATION,ACM_Shanghai|revenue|market_position,public_web,public,交易所汇总只作为公司年报摘要,2026-07-15T18:58:00+08:00,2026-07-15T18:59:00+08:00,2026-03-23,2025-01-01,2025-12-31,https://www.sse.com.cn/cpc/cpctheme/4th20thcpc/4th20thcpcgcxx/c/c_20260413_10815020.shtml,02_assets/source_captures/SR-020.json,sha256:6c89b36275d21a20f387ba537e88a31c867c47131f604713c9c208238df1c994,retrieved,medium_high,direct,full,independent,high,high,public_link_only,盛美上海2025营收67.86亿元同比20.80%
