evidence_id,execution_id,requirement_id,linked_judgment_unit_ids,source_run_id,source_id,source_date,source_locator,claim_text,statement_nature,normalized_fact,fact_status,evidence_role,grounds_input_ids,evidence_profile_refs,state_variable_ids,quality_status,source_authority,directness,traceability,independence,independence_group_id,time_relevance,scope_match,conflict_status,conflict_group_id,counter_evidence_flag,quote_ref,notes,evidence_basket_ids,direct_scope_ref,maximum_generalization_scope_ref,scope_relation_to_requirement
EV-16,EXEC-MEM-CYCLE-20260715-1,ER-05,JU-05,SR-06,SRC-06,2026-03-31,https://www.trendforce.com/presscenter/news/20260331-12995.html,2Q26 conventional DRAM contract prices forecast +58%-63% QoQ and NAND +70%-75% QoQ,forecast,price increases remain very high in 2Q26 but DRAM rate slows from 1Q26,,primary_support,RI-07,pricing_economics,product_price_pressure,usable_with_caveat,informed_secondary,indirect,fully_traceable,independent,SRC-06,current,matched,managed,CG-PRICE,false,,预测；与Micron实现价交叉,EB-JU-05,SCOPE-SERVER-DRAM,SCOPE-SERVER-DRAM,same
EV-17,EXEC-MEM-CYCLE-20260715-1,ER-01,,SR-14,SRC-14,2026-03-18,https://investors.micron.com/static-files/e089f8c0-065d-47b8-9d02-bfa863cdb357,AI and traditional server demand is strong and constrained by inadequate DRAM and NAND supply,forecast,server memory demand remains strong,,primary_support,RI-19,demand_orders,end_market_demand_strength,usable_with_caveat,primary,direct,fully_traceable,same_origin,SRC-14,current,matched,managed,CG-DEMAND,false,,供应商展望；与Samsung和TrendForce交叉,,SCOPE-MEMORY-INDUSTRY,SCOPE-MEMORY-INDUSTRY,overlap
EV-18,EXEC-MEM-CYCLE-20260715-1,ER-02,JU-01|JU-02,SR-16,SRC-16,2026-03-18,https://news.samsung.com/global/samsung-and-amd-expand-strategic-collaboration-on-next-generation-ai-memory-solutions,Samsung and AMD will align on primary HBM4 supply for the MI455X platform,reported_fact,HBM4 has a named-customer supply alignment,,primary_support,RI-20,demand_orders,order_visibility,usable_with_caveat,primary,direct,fully_traceable,same_origin,SRC-16,current,matched,managed,CG-ORDERS,false,,MOU签署事实；不等同take-or-pay或锁量合同,EB-JU-01|EB-JU-02,SCOPE-HBM,SCOPE-HBM,overlap
EV-19,EXEC-MEM-CYCLE-20260715-1,ER-02,,SR-01,SRC-01,2026-06-24,https://investors.micron.com/static-files/631b1a32-5537-46ae-8f40-82e42fc79dfe,Micron SCAs provide committed DRAM supply over multiyear terms,reported_fact,Micron DRAM has multiyear committed coverage,,primary_support,RI-21,demand_orders,order_visibility,usable,primary,direct,fully_traceable,same_origin,SRC-01,current,partially_matched,managed,CG-ORDERS,false,,公司范围；未披露分产品客户取消率,,SCOPE-MEMORY-INDUSTRY,SCOPE-MEMORY-INDUSTRY,overlap
EV-20,EXEC-MEM-CYCLE-20260715-1,ER-02,JU-04,SR-01,SRC-01,2026-06-24,https://investors.micron.com/static-files/631b1a32-5537-46ae-8f40-82e42fc79dfe,Micron SCAs cover approximately one-third of NAND volume over the agreement term,reported_fact,Micron NAND has material multiyear agreement coverage,,primary_support,RI-22,demand_orders,order_visibility,usable,primary,direct,fully_traceable,same_origin,SRC-01,current,partially_matched,managed,CG-ORDERS,false,,公司范围；不外推Samsung或SK hynix,EB-JU-04,SCOPE-NAND,SCOPE-NAND,same
EV-21,EXEC-MEM-CYCLE-20260715-1,ER-04,JU-07,SR-19,SRC-19,2026-02-13,https://www.trendforce.com/presscenter/news/20260213-12929.html,No single supplier is expected to fully satisfy Rubin HBM4 requirements and a three-supplier ecosystem is expected,estimate,HBM availability is constrained during validation and ramp,,primary_support,RI-23,inventory_cycle,inventory_cycle_position,usable_with_caveat,informed_secondary,indirect,fully_traceable,independent,SRC-19,current,partially_matched,managed,CG-INVENTORY,false,,供给不足作为库存位置代理；无库存天数,EB-JU-07,SCOPE-MEMORY-INDUSTRY,SCOPE-MEMORY-INDUSTRY,same
EV-22,EXEC-MEM-CYCLE-20260715-1,ER-04,JU-04|JU-07,SR-06,SRC-06,2026-03-31,https://www.trendforce.com/presscenter/news/20260331-12995.html,NAND buyers are restocking while enterprise SSD demand absorbs capacity and wafer availability is extremely limited,estimate,NAND inventory is being rebuilt under shortage,,primary_support,RI-24,inventory_cycle,inventory_cycle_position,usable_with_caveat,informed_secondary,indirect,fully_traceable,independent,SRC-06,current,matched,managed,CG-INVENTORY,false,,行业调查；缺连续层级库存天数,EB-JU-04|EB-JU-07,SCOPE-NAND,SCOPE-NAND,overlap
EV-23,EXEC-MEM-CYCLE-20260715-1,ER-03,JU-01|JU-03,SR-14,SRC-14,2026-03-18,https://investors.micron.com/static-files/e089f8c0-065d-47b8-9d02-bfa863cdb357,Cleanroom constraints long construction lead times HBM trade ratio and lower node-migration bits per wafer constrain DRAM bit supply,forecast,DRAM effective capacity remains constrained,,primary_support,RI-25,capacity_supply,capacity_tightness,usable_with_caveat,primary,direct,fully_traceable,same_origin,SRC-14,current,matched,managed,CG-SUPPLY,false,,缺全行业利用率和交期,EB-JU-01|EB-JU-03,SCOPE-DRAM,SCOPE-DRAM,overlap
EV-24,EXEC-MEM-CYCLE-20260715-1,ER-03,JU-04,SR-14,SRC-14,2026-03-18,https://investors.micron.com/static-files/e089f8c0-065d-47b8-9d02-bfa863cdb357,Limited cleanroom space and supplier space reallocation constrain NAND bit supply growth,forecast,NAND effective capacity remains constrained,,primary_support,RI-26,capacity_supply,capacity_tightness,usable_with_caveat,primary,direct,fully_traceable,same_origin,SRC-14,current,matched,managed,CG-SUPPLY,false,,缺全行业利用率和交期,EB-JU-04,SCOPE-NAND,SCOPE-NAND,same
EV-25,EXEC-MEM-CYCLE-20260715-1,ER-05|CER-03,,SR-08,SRC-08,2026-06-02,https://www.trendforce.com/presscenter/news/20260602-13074.html,HBM annual pricing lagged quarterly market increases while 2027 HBM4 negotiations began in 2Q26,estimate,HBM pricing is under upward renegotiation pressure,,primary_support,RI-27,pricing_economics,product_price_pressure,usable_with_caveat,informed_secondary,indirect,fully_traceable,independent,SRC-08,current,matched,managed,CG-HBM-PRICE,false,,无同代际成交价连续序列,,SCOPE-MEMORY-INDUSTRY,SCOPE-MEMORY-INDUSTRY,overlap
EV-26,EXEC-MEM-CYCLE-20260715-1,ER-06,,SR-14,SRC-14,2026-03-18,https://investors.micron.com/static-files/e089f8c0-065d-47b8-9d02-bfa863cdb357,Singapore HBM advanced packaging facility is on track to contribute meaningfully to supply in 2027,forecast,Singapore HBM packaging expansion remains on schedule,,primary_support,RI-28,capacity_supply,capacity_expansion_progress,usable_with_caveat,primary,direct,fully_traceable,same_origin,SRC-14,current,matched,managed,CG-SUPPLY-2027,false,,计划不等于量产兑现,,SCOPE-MEMORY-INDUSTRY,SCOPE-MEMORY-INDUSTRY,overlap
EV-27,EXEC-MEM-CYCLE-20260715-1,ER-03|ER-06,,SR-14,SRC-14,2026-03-18,https://investors.micron.com/static-files/e089f8c0-065d-47b8-9d02-bfa863cdb357,Cleanroom constraints long construction lead times and HBM trade ratio constrain DRAM response,forecast,DRAM supply response is structurally slow,,primary_support,RI-29,capacity_supply,supply_elasticity,usable_with_caveat,primary,direct,fully_traceable,same_origin,SRC-14,current,matched,managed,CG-SUPPLY,false,,缺切换和恢复时间实测,,SCOPE-MEMORY-INDUSTRY,SCOPE-MEMORY-INDUSTRY,overlap
EV-28,EXEC-MEM-CYCLE-20260715-1,ER-01,,SR-14,SRC-14,2026-03-18,https://investors.micron.com/static-files/e089f8c0-065d-47b8-9d02-bfa863cdb357,AI-driven DRAM data-center bit TAM exceeds half of industry TAM and traditional server demand remains robust,forecast,data-center DRAM demand remains strong,,primary_support,RI-30,demand_orders,end_market_demand_strength,usable_with_caveat,primary,direct,fully_traceable,same_origin,SRC-14,current,matched,managed,CG-DEMAND,false,,公司行业展望；与独立行业材料交叉,,SCOPE-MEMORY-INDUSTRY,SCOPE-MEMORY-INDUSTRY,overlap
EV-29,EXEC-MEM-CYCLE-20260715-1,ER-01,JU-04,SR-14,SRC-14,2026-03-18,https://investors.micron.com/static-files/e089f8c0-065d-47b8-9d02-bfa863cdb357,Data-center NAND demand is accelerating and materially exceeds Micron available supply,reported_fact,data-center NAND demand remains strong,,primary_support,RI-31,demand_orders,end_market_demand_strength,usable_with_caveat,primary,direct,fully_traceable,same_origin,SRC-14,current,partially_matched,managed,CG-DEMAND,false,,公司范围；不代表消费端同步,EB-JU-04,SCOPE-NAND,SCOPE-NAND,same
EV-30,EXEC-MEM-CYCLE-20260715-1,ER-02,,SR-16,SRC-16,2026-03-18,https://news.samsung.com/global/samsung-and-amd-expand-strategic-collaboration-on-next-generation-ai-memory-solutions,Samsung and AMD signed an MOU covering primary HBM4 supply and next-generation DDR5 solutions,reported_fact,Samsung has named-customer HBM4 and DDR5 supply alignment,,primary_support,RI-32,demand_orders,order_visibility,usable_with_caveat,primary,direct,fully_traceable,same_origin,SRC-16,current,matched,managed,CG-ORDERS,false,,MOU签署事实；未披露锁量和取消条款,,SCOPE-MEMORY-INDUSTRY,SCOPE-MEMORY-INDUSTRY,overlap
EV-31,EXEC-MEM-CYCLE-20260715-1,ER-02,,SR-05,SRC-05,2026-01-28,https://news.skhynix.com/sk-hynix-announces-fy25-financial-results/,SK hynix says large-scale HBM4 production is underway to meet customer requests,reported_fact,SK hynix customer requests support HBM4 production visibility,,primary_support,RI-33,demand_orders,order_visibility,usable_with_caveat,primary,direct,fully_traceable,same_origin,SRC-05,usable_with_lag,partially_matched,managed,CG-ORDERS,false,,未披露订单覆盖和取消条款,,SCOPE-MEMORY-INDUSTRY,SCOPE-MEMORY-INDUSTRY,overlap
EV-32,EXEC-MEM-CYCLE-20260715-1,ER-04,,SR-17,SRC-17,2026-05-29,https://images.samsung.com/is/content/samsung/assets/global/ir/docs/2026_1Q_Interim_Report.pdf,Samsung DS inventory rose from KRW 28.806tn at 2025 year-end to KRW 30.248tn at 1Q26 and finished goods also rose,data_point,Samsung DS inventory increased sequentially,,primary_support,RI-34,inventory_cycle,inventory_cycle_position,usable_with_caveat,primary,direct,fully_traceable,same_origin,SRC-17,current,partially_matched,managed,CG-INVENTORY,false,,DS含非存储半导体；公司库存代理,,SCOPE-MEMORY-INDUSTRY,SCOPE-MEMORY-INDUSTRY,overlap
EV-33,EXEC-MEM-CYCLE-20260715-1,ER-04,,SR-19,SRC-19,2026-02-13,https://www.trendforce.com/presscenter/news/20260213-12929.html,No single HBM supplier is expected to fully satisfy Rubin requirements during HBM4 validation,estimate,HBM supply buffer is limited during ramp,,primary_support,RI-35,inventory_cycle,inventory_buffer_capacity,usable_with_caveat,informed_secondary,indirect,fully_traceable,independent,SRC-19,current,partially_matched,managed,CG-INVENTORY,false,,供给不足代理缓冲；无可用库存天数,,SCOPE-MEMORY-INDUSTRY,SCOPE-MEMORY-INDUSTRY,overlap
EV-34,EXEC-MEM-CYCLE-20260715-1,ER-04,,SR-07,SRC-07,2026-06-01,https://www.trendforce.com/presscenter/news/20260601-13070.html,DRAM supplier inventory remains extremely low and incremental supply is prioritized for server RDIMMs,estimate,DRAM supplier inventory buffer is limited,,primary_support,RI-36,inventory_cycle,inventory_buffer_capacity,usable_with_caveat,informed_secondary,indirect,fully_traceable,independent,SRC-07,current,matched,managed,CG-INVENTORY,false,,缺渠道客户覆盖期,,SCOPE-MEMORY-INDUSTRY,SCOPE-MEMORY-INDUSTRY,overlap
EV-35,EXEC-MEM-CYCLE-20260715-1,ER-04,,SR-06,SRC-06,2026-03-31,https://www.trendforce.com/presscenter/news/20260331-12995.html,Enterprise SSD demand absorbs capacity while NAND wafer availability is extremely limited and buyers restock,estimate,NAND available inventory buffer is limited,,primary_support,RI-37,inventory_cycle,inventory_buffer_capacity,usable_with_caveat,informed_secondary,indirect,fully_traceable,independent,SRC-06,current,matched,managed,CG-INVENTORY,false,,缺规格可用库存和天数,,SCOPE-MEMORY-INDUSTRY,SCOPE-MEMORY-INDUSTRY,overlap
EV-36,EXEC-MEM-CYCLE-20260715-1,ER-04,,SR-14,SRC-14,2026-03-18,https://investors.micron.com/static-files/e089f8c0-065d-47b8-9d02-bfa863cdb357,Micron FQ2 inventory was 123 days and DRAM inventory remained below 120 days,data_point,Micron inventory buffer was tight in the preceding quarter,,primary_support,RI-38,inventory_cycle,inventory_buffer_capacity,usable_with_caveat,primary,direct,fully_traceable,same_origin,SRC-14,current,partially_matched,managed,CG-INVENTORY,false,,与EV-15形成两个连续季度,,SCOPE-MEMORY-INDUSTRY,SCOPE-MEMORY-INDUSTRY,overlap
EV-37,EXEC-MEM-CYCLE-20260715-1,ER-04,,SR-17,SRC-17,2026-05-29,https://images.samsung.com/is/content/samsung/assets/global/ir/docs/2026_1Q_Interim_Report.pdf,Samsung DS finished goods and total inventory increased sequentially in 1Q26,data_point,Samsung DS inventory provides a company buffer proxy,,primary_support,RI-39,inventory_cycle,inventory_buffer_capacity,usable_with_caveat,primary,direct,fully_traceable,same_origin,SRC-17,current,partially_matched,managed,CG-INVENTORY,false,,金额不等同可用内存库存或缓冲时长,,SCOPE-MEMORY-INDUSTRY,SCOPE-MEMORY-INDUSTRY,overlap
EV-38,EXEC-MEM-CYCLE-20260715-1,ER-03,,SR-14,SRC-14,2026-03-18,https://investors.micron.com/static-files/e089f8c0-065d-47b8-9d02-bfa863cdb357,AI and traditional server demand is constrained by lack of adequate DRAM supply,reported_fact,qualified DRAM supply is insufficient,,primary_support,RI-40,capacity_supply,supply_availability,usable_with_caveat,primary,direct,fully_traceable,same_origin,SRC-14,current,matched,managed,CG-SUPPLY,false,,缺全行业交期和替代供应,,SCOPE-MEMORY-INDUSTRY,SCOPE-MEMORY-INDUSTRY,overlap
EV-39,EXEC-MEM-CYCLE-20260715-1,ER-03,,SR-14,SRC-14,2026-03-18,https://investors.micron.com/static-files/e089f8c0-065d-47b8-9d02-bfa863cdb357,Data-center NAND demand significantly exceeds Micron available supply for the foreseeable future,reported_fact,available data-center NAND supply is insufficient,,primary_support,RI-41,capacity_supply,supply_availability,usable_with_caveat,primary,direct,fully_traceable,same_origin,SRC-14,current,partially_matched,managed,CG-SUPPLY,false,,公司与数据中心范围,,SCOPE-MEMORY-INDUSTRY,SCOPE-MEMORY-INDUSTRY,overlap
EV-40,EXEC-MEM-CYCLE-20260715-1,ER-06,,SR-15,SRC-15,2026-02-12,https://news.samsung.com/global/samsung-ships-industry-first-commercial-hbm4-with-ultimate-performance-for-ai-computing,Samsung began HBM4 mass production and commercial shipments after achieving stable yields,reported_fact,HBM4 reached stable-yield commercial production at Samsung,,primary_support,RI-42,manufacturing_yield,yield_maturity,usable,primary,direct,fully_traceable,same_origin,SRC-15,current,matched,managed,CG-HBM-YIELD,false,,未披露良率百分比与跨批次序列,,SCOPE-MEMORY-INDUSTRY,SCOPE-MEMORY-INDUSTRY,overlap
EV-41,EXEC-MEM-CYCLE-20260715-1,ER-06,JU-06,SR-14,SRC-14,2026-03-18,https://investors.micron.com/static-files/e089f8c0-065d-47b8-9d02-bfa863cdb357,Micron 1-gamma DRAM was its fastest ramp to mature yields and was ramping volume faster than prior nodes,reported_fact,1-gamma DRAM reached mature-yield ramp,,primary_support,RI-43,manufacturing_yield,yield_maturity,usable,primary,direct,fully_traceable,same_origin,SRC-14,current,matched,managed,CG-YIELD,false,,单公司节点；缺跨厂数据,EB-JU-06,SCOPE-MEMORY-SUPPLY,SCOPE-MEMORY-SUPPLY,same
EV-42,EXEC-MEM-CYCLE-20260715-1,ER-06,JU-06,SR-13,SRC-13,2025-12-17,https://investors.micron.com/static-files/088991c5-a249-4f66-a0a6-258d9b66f3f9,Micron G9 NAND was ramping with robust yields across data-center and client SSDs,reported_fact,G9 NAND has a robust yield ramp,,primary_support,RI-44,manufacturing_yield,yield_maturity,usable,primary,direct,fully_traceable,same_origin,SRC-13,usable_with_lag,matched,managed,CG-YIELD,false,,未披露良率百分比,EB-JU-06,SCOPE-MEMORY-SUPPLY,SCOPE-MEMORY-SUPPLY,same
EV-43,EXEC-MEM-CYCLE-20260715-1,ER-06,JU-06,SR-14,SRC-14,2026-03-18,https://investors.micron.com/static-files/e089f8c0-065d-47b8-9d02-bfa863cdb357,Tongluo acquisition closed and meaningful product shipments are not expected until fiscal 2028,reported_fact,Tongluo remains pre-production with no current facility yield,,background_evidence,RI-45,manufacturing_yield,yield_maturity,usable_with_caveat,primary,direct,fully_traceable,same_origin,SRC-14,current,matched,managed,CG-SUPPLY-2027,false,,直接证明当前阶段；不推断未来良率,EB-JU-06,SCOPE-MEMORY-SUPPLY,SCOPE-MEMORY-SUPPLY,same
EV-44,EXEC-MEM-CYCLE-20260715-1,ER-06,JU-06,SR-14,SRC-14,2026-03-18,https://investors.micron.com/static-files/e089f8c0-065d-47b8-9d02-bfa863cdb357,Singapore HBM packaging facility is on track to contribute in 2027 and has no disclosed current production yield,forecast,Singapore facility remains pre-contribution with no current yield observation,,background_evidence,RI-46,manufacturing_yield,yield_maturity,usable_with_caveat,primary,direct,fully_traceable,same_origin,SRC-14,current,matched,managed,CG-SUPPLY-2027,false,,未来时间表不冒充良率事实,EB-JU-06,SCOPE-MEMORY-SUPPLY,SCOPE-MEMORY-SUPPLY,same
EV-45,EXEC-MEM-CYCLE-20260715-1,ER-05|CER-03,JU-02|JU-03|JU-05,SR-08,SRC-08,2026-06-02,https://www.trendforce.com/presscenter/news/20260602-13074.html,Suppliers are expected to seek substantial HBM4 price increases in 2027 negotiations as supply remains tight,forecast,HBM suppliers have stronger bargaining power for 2027 contracts,,primary_support,RI-47,pricing_economics,pricing_power,usable_with_caveat,informed_secondary,indirect,fully_traceable,independent,SRC-08,current,matched,managed,CG-HBM-PRICE,false,,缺实际客户流失与份额验证,EB-JU-02|EB-JU-03|EB-JU-05,SCOPE-MEMORY-INDUSTRY,SCOPE-MEMORY-INDUSTRY,broader
