file,field,description
02_assets/evidence_claims.csv,source_run_refs,
02_assets/evidence_claims.csv,locator,
02_assets/evidence_claims.csv,statement,
02_assets/evidence_claims.csv,claim_type,
02_assets/evidence_claims.csv,business_time,
02_assets/evidence_claims.csv,claim_confidence,
02_assets/evidence_claims.csv,about_instance_refs,
02_assets/evidence_claims.csv,status,总体交付准备度：`ready / partially_ready / not_ready`
02_assets/evidence_claims.csv,created_at,
02_assets/evidence_claims.csv,notes,
02_assets/evidence_facts.csv,fact_id,
02_assets/evidence_facts.csv,execution_id,
02_assets/evidence_facts.csv,statement,
02_assets/evidence_facts.csv,fact_type,
02_assets/evidence_facts.csv,business_time,
02_assets/evidence_facts.csv,normalized_value,
02_assets/evidence_facts.csv,unit,单位
02_assets/evidence_facts.csv,fact_confidence,
02_assets/evidence_facts.csv,about_instance_refs,
02_assets/evidence_facts.csv,status,总体交付准备度：`ready / partially_ready / not_ready`
02_assets/evidence_facts.csv,created_at,
02_assets/evidence_facts.csv,notes,
02_assets/evidence_records.csv,﻿evidence_id,
02_assets/evidence_records.csv,execution_id,
02_assets/evidence_records.csv,requirement_id,
02_assets/evidence_records.csv,linked_judgment_unit_ids,绑定的核心判断单元
02_assets/evidence_records.csv,source_run_id,
02_assets/evidence_records.csv,source_id,
02_assets/evidence_records.csv,source_date,
02_assets/evidence_records.csv,source_locator,
02_assets/evidence_records.csv,claim_text,
02_assets/evidence_records.csv,statement_nature,
02_assets/evidence_records.csv,normalized_fact,
02_assets/evidence_records.csv,fact_status,
02_assets/evidence_records.csv,evidence_role,主证据、交叉验证、反证、阻断、代理或背景
02_assets/evidence_records.csv,grounds_input_ids,
02_assets/evidence_records.csv,evidence_profile_refs,
02_assets/evidence_records.csv,state_variable_ids,
02_assets/evidence_records.csv,quality_status,
02_assets/evidence_records.csv,source_authority,
02_assets/evidence_records.csv,directness,
02_assets/evidence_records.csv,traceability,
02_assets/evidence_records.csv,independence,
02_assets/evidence_records.csv,independence_group_id,
02_assets/evidence_records.csv,time_relevance,
02_assets/evidence_records.csv,scope_match,
02_assets/evidence_records.csv,conflict_status,冲突证据状态
02_assets/evidence_records.csv,conflict_group_id,
02_assets/evidence_records.csv,counter_evidence_flag,
02_assets/evidence_records.csv,quote_ref,
02_assets/evidence_records.csv,notes,
02_assets/evidence_records.csv,evidence_basket_ids,
02_assets/evidence_records.csv,direct_scope_ref,证据直接支持的 02 范围节点
02_assets/evidence_records.csv,maximum_generalization_scope_ref,证据允许外推的最高范围节点
02_assets/evidence_records.csv,scope_relation_to_requirement,由范围图派生的证据相对要求范围关系
02_assets/evidence_relations.csv,relation_id,
02_assets/evidence_relations.csv,execution_id,
02_assets/evidence_relations.csv,relation_type,
02_assets/evidence_relations.csv,source_evidence_id,
02_assets/evidence_relations.csv,target_evidence_id,
02_assets/evidence_relations.csv,relation_role,
02_assets/evidence_relations.csv,relation_scope,
02_assets/evidence_relations.csv,status,总体交付准备度：`ready / partially_ready / not_ready`
02_assets/evidence_relations.csv,notes,
02_assets/reasoning_inputs.csv,﻿input_id,
02_assets/reasoning_inputs.csv,execution_id,
02_assets/reasoning_inputs.csv,requirement_id,
02_assets/reasoning_inputs.csv,linked_judgment_unit_ids,绑定的核心判断单元
02_assets/reasoning_inputs.csv,state_binding_ref,
02_assets/reasoning_inputs.csv,observation_requirement_ref,
02_assets/reasoning_inputs.csv,input_type,
02_assets/reasoning_inputs.csv,target_instance_id,
02_assets/reasoning_inputs.csv,anchor_instance_type,
02_assets/reasoning_inputs.csv,primary_state_variable_id,
02_assets/reasoning_inputs.csv,supports_state_variable_ids,
02_assets/reasoning_inputs.csv,evidence_profile_refs,
02_assets/reasoning_inputs.csv,event_type,
02_assets/reasoning_inputs.csv,raw_value,
02_assets/reasoning_inputs.csv,raw_unit,
02_assets/reasoning_inputs.csv,normalized_value,
02_assets/reasoning_inputs.csv,normalized_unit,
02_assets/reasoning_inputs.csv,currency,
02_assets/reasoning_inputs.csv,direction,
02_assets/reasoning_inputs.csv,value_type,
02_assets/reasoning_inputs.csv,data_granularity,
02_assets/reasoning_inputs.csv,is_forward_looking,
02_assets/reasoning_inputs.csv,business_time_start,
02_assets/reasoning_inputs.csv,business_time_end,
02_assets/reasoning_inputs.csv,publication_time,
02_assets/reasoning_inputs.csv,scope,
02_assets/reasoning_inputs.csv,statement_nature,
02_assets/reasoning_inputs.csv,verification_status,
02_assets/reasoning_inputs.csv,source_run_refs,
02_assets/reasoning_inputs.csv,evidence_refs,
02_assets/reasoning_inputs.csv,transformation_ref,
02_assets/reasoning_inputs.csv,notes,
02_assets/semantic_instances.csv,﻿instance_id,
02_assets/semantic_instances.csv,execution_id,
02_assets/semantic_instances.csv,requirement_id,
02_assets/semantic_instances.csv,linked_judgment_unit_ids,绑定的核心判断单元
02_assets/semantic_instances.csv,instance_type,
02_assets/semantic_instances.csv,name,
02_assets/semantic_instances.csv,canonical_name,
02_assets/semantic_instances.csv,stable_identifier,
02_assets/semantic_instances.csv,classification,
02_assets/semantic_instances.csv,scope,
02_assets/semantic_instances.csv,valid_from,
02_assets/semantic_instances.csv,valid_to,
02_assets/semantic_instances.csv,verification_status,
02_assets/semantic_instances.csv,source_run_refs,
02_assets/semantic_instances.csv,evidence_refs,
02_assets/semantic_instances.csv,notes,
02_assets/semantic_relations.csv,﻿relation_id,
02_assets/semantic_relations.csv,execution_id,
02_assets/semantic_relations.csv,requirement_id,
02_assets/semantic_relations.csv,linked_judgment_unit_ids,绑定的核心判断单元
02_assets/semantic_relations.csv,relation_type,
02_assets/semantic_relations.csv,source_instance_id,
02_assets/semantic_relations.csv,target_instance_id,
02_assets/semantic_relations.csv,relation_scope,
02_assets/semantic_relations.csv,valid_from,
02_assets/semantic_relations.csv,valid_to,
02_assets/semantic_relations.csv,verification_status,
02_assets/semantic_relations.csv,relation_evidence_strength,
02_assets/semantic_relations.csv,source_run_refs,
02_assets/semantic_relations.csv,evidence_refs,
02_assets/semantic_relations.csv,notes,
02_assets/source_documents.csv,source_document_id,
02_assets/source_documents.csv,source_id,
02_assets/source_documents.csv,title,
02_assets/source_documents.csv,source_type,
02_assets/source_documents.csv,location,
02_assets/source_documents.csv,access_scope,
02_assets/source_documents.csv,source_reliability,
02_assets/source_documents.csv,publisher,
02_assets/source_documents.csv,published_at,
02_assets/source_documents.csv,publisher_instance_ref,
02_assets/source_documents.csv,status,总体交付准备度：`ready / partially_ready / not_ready`
02_assets/source_documents.csv,created_at,
02_assets/source_documents.csv,notes,
02_assets/source_snapshot.csv,source_run_id,
02_assets/source_snapshot.csv,execution_id,
02_assets/source_snapshot.csv,source_id,
02_assets/source_snapshot.csv,source_name,
02_assets/source_snapshot.csv,source_profile_id,
02_assets/source_snapshot.csv,source_group_id,
02_assets/source_snapshot.csv,independence_group_id,
02_assets/source_snapshot.csv,source_type,
02_assets/source_snapshot.csv,source_tier,
02_assets/source_snapshot.csv,source_status_at_run,
02_assets/source_snapshot.csv,acquisition_channel_id,
02_assets/source_snapshot.csv,recipe_id,
02_assets/source_snapshot.csv,content_domain_tags,
02_assets/source_snapshot.csv,access_mode,
02_assets/source_snapshot.csv,access_permission_status,
02_assets/source_snapshot.csv,usage_restriction,
02_assets/source_snapshot.csv,requested_at,
02_assets/source_snapshot.csv,retrieved_at,
02_assets/source_snapshot.csv,publication_time,
02_assets/source_snapshot.csv,business_time_start,
02_assets/source_snapshot.csv,business_time_end,
02_assets/source_snapshot.csv,source_locator,
02_assets/source_snapshot.csv,raw_artifact_ref,
02_assets/source_snapshot.csv,content_hash,
02_assets/source_snapshot.csv,retrieval_status,
02_assets/source_snapshot.csv,quality_status,
02_assets/source_snapshot.csv,directness,
02_assets/source_snapshot.csv,traceability,
02_assets/source_snapshot.csv,independence,
02_assets/source_snapshot.csv,time_relevance,
02_assets/source_snapshot.csv,scope_match,
02_assets/source_snapshot.csv,license_scope,
02_assets/source_snapshot.csv,notes,
03_gate/evidence_readiness_assessments.csv,assessment_id,
03_gate/evidence_readiness_assessments.csv,execution_id,
03_gate/evidence_readiness_assessments.csv,target_judgment_unit_id,对应 02 的核心判断单元
03_gate/evidence_readiness_assessments.csv,judgment_unit_name,
03_gate/evidence_readiness_assessments.csv,judgment_unit_type,
03_gate/evidence_readiness_assessments.csv,candidate_04_claim,
03_gate/evidence_readiness_assessments.csv,linked_path_ids,
03_gate/evidence_readiness_assessments.csv,linked_node_ids,
03_gate/evidence_readiness_assessments.csv,possible_view,可能支持的 04 观点
03_gate/evidence_readiness_assessments.csv,target_recipe_id,
03_gate/evidence_readiness_assessments.csv,assessed_requirement_ids,
03_gate/evidence_readiness_assessments.csv,assessed_basket_ids,
03_gate/evidence_readiness_assessments.csv,required_evidence,
03_gate/evidence_readiness_assessments.csv,minimum_condition,
03_gate/evidence_readiness_assessments.csv,required_counter_check,
03_gate/evidence_readiness_assessments.csv,support_status,支持证据状态
03_gate/evidence_readiness_assessments.csv,cross_validation_status,
03_gate/evidence_readiness_assessments.csv,counter_status,反证检查状态
03_gate/evidence_readiness_assessments.csv,conflict_status,冲突证据状态
03_gate/evidence_readiness_assessments.csv,evidence_grade,机器证据等级；研究员界面映射为充分/受限/观察/不可用
03_gate/evidence_readiness_assessments.csv,counterevidence_result,
03_gate/evidence_readiness_assessments.csv,proxy_dependency_status,
03_gate/evidence_readiness_assessments.csv,freshness_status,
03_gate/evidence_readiness_assessments.csv,traceability_status,
03_gate/evidence_readiness_assessments.csv,scope_limit,使用范围限制
03_gate/evidence_readiness_assessments.csv,confidence_ceiling,
03_gate/evidence_readiness_assessments.csv,forbidden_04_outputs,
03_gate/evidence_readiness_assessments.csv,downgrade_reason,
03_gate/evidence_readiness_assessments.csv,gap_action,若未就绪，应补齐素材、调整报告类型还是降级交付
03_gate/evidence_readiness_assessments.csv,linked_coverage_ids,
03_gate/evidence_readiness_assessments.csv,linked_input_ids,对应推理输入
03_gate/evidence_readiness_assessments.csv,linked_evidence_ids,对应证据记录
03_gate/evidence_readiness_assessments.csv,linked_gap_ids,
03_gate/evidence_readiness_assessments.csv,assessment_reason,
03_gate/evidence_readiness_assessments.csv,notes,
03_gate/evidence_readiness_assessments.csv,source_02_claim_hash,对应 02 JU 的完整内容哈希
03_gate/evidence_readiness_assessments.csv,permitted_claim_scope_refs,04 可使用的 Claim 范围许可
03_gate/evidence_readiness_assessments.csv,candidate_04_claim_hash,候选命题与范围许可的组合哈希
03_gate/evidence_readiness_assessments.csv,aggregation_eligible,是否允许作为父级聚合输入
03_gate/evidence_readiness_assessments.csv,prohibited_generalization_refs,禁止外推到的范围节点
03_gate/gaps_and_risks.csv,gap_id,
03_gate/gaps_and_risks.csv,execution_id,
03_gate/gaps_and_risks.csv,gap_type,
03_gate/gaps_and_risks.csv,requirement_id,
03_gate/gaps_and_risks.csv,linked_judgment_unit_ids,绑定的核心判断单元
03_gate/gaps_and_risks.csv,path_id,
03_gate/gaps_and_risks.csv,node_id,
03_gate/gaps_and_risks.csv,affected_target_type,
03_gate/gaps_and_risks.csv,affected_target_id,
03_gate/gaps_and_risks.csv,description,
03_gate/gaps_and_risks.csv,severity,
03_gate/gaps_and_risks.csv,impact_on_reasoning,
03_gate/gaps_and_risks.csv,evidence_grade_ceiling_after_gap,
03_gate/gaps_and_risks.csv,path_action,
03_gate/gaps_and_risks.csv,blocks_reasoning,
03_gate/gaps_and_risks.csv,attempted_source_ids,
03_gate/gaps_and_risks.csv,suggested_next_step,
03_gate/gaps_and_risks.csv,return_action,
03_gate/gaps_and_risks.csv,status,总体交付准备度：`ready / partially_ready / not_ready`
03_gate/gaps_and_risks.csv,notes,
03_gate/path_readiness.csv,path_id,
03_gate/path_readiness.csv,path_name,
03_gate/path_readiness.csv,node_id,
03_gate/path_readiness.csv,node_question,
03_gate/path_readiness.csv,linked_judgment_unit_ids,绑定的核心判断单元
03_gate/path_readiness.csv,criticality,
03_gate/path_readiness.csv,requirement_ids,
03_gate/path_readiness.csv,state_variable_ids,
03_gate/path_readiness.csv,variable_coverage_summary,
03_gate/path_readiness.csv,linked_instance_ids,
03_gate/path_readiness.csv,linked_relation_ids,
03_gate/path_readiness.csv,linked_input_ids,对应推理输入
03_gate/path_readiness.csv,linked_evidence_ids,对应证据记录
03_gate/path_readiness.csv,linked_gap_ids,
03_gate/path_readiness.csv,instance_status,
03_gate/path_readiness.csv,evidence_status,
03_gate/path_readiness.csv,counter_evidence_status,
03_gate/path_readiness.csv,alternative_explanation_status,
03_gate/path_readiness.csv,conflict_status,冲突证据状态
03_gate/path_readiness.csv,scope_alignment,
03_gate/path_readiness.csv,time_alignment,
03_gate/path_readiness.csv,path_readiness_status,
03_gate/path_readiness.csv,downgrade_reason,
03_gate/path_readiness.csv,notes,
03_gate/state_variable_coverage.csv,﻿coverage_id,
03_gate/state_variable_coverage.csv,execution_id,
03_gate/state_variable_coverage.csv,linked_judgment_unit_ids,绑定的核心判断单元
03_gate/state_variable_coverage.csv,state_binding_ref,
03_gate/state_variable_coverage.csv,observation_requirement_refs,
03_gate/state_variable_coverage.csv,state_variable_id,
03_gate/state_variable_coverage.csv,state_variable_name,
03_gate/state_variable_coverage.csv,evidence_profile_ref,
03_gate/state_variable_coverage.csv,used_by_path_nodes,
03_gate/state_variable_coverage.csv,anchor_instance_id,
03_gate/state_variable_coverage.csv,anchor_instance_type,
03_gate/state_variable_coverage.csv,linked_input_ids,对应推理输入
03_gate/state_variable_coverage.csv,linked_evidence_ids,对应证据记录
03_gate/state_variable_coverage.csv,linked_gap_ids,
03_gate/state_variable_coverage.csv,observation_count,
03_gate/state_variable_coverage.csv,quantitative_count,
03_gate/state_variable_coverage.csv,counter_evidence_count,
03_gate/state_variable_coverage.csv,mapping_status,
03_gate/state_variable_coverage.csv,profile_minimum_met,
03_gate/state_variable_coverage.csv,profile_gap_reasons,
03_gate/state_variable_coverage.csv,coverage_status,
03_gate/state_variable_coverage.csv,evidence_gate_status,
03_gate/state_variable_coverage.csv,evidence_gate_reason,
03_gate/state_variable_coverage.csv,inference_allowed,
03_gate/state_variable_coverage.csv,coverage_constraint,
03_gate/state_variable_coverage.csv,scope_limit,使用范围限制
03_gate/state_variable_coverage.csv,notes,
04_05_materials/chart_data_package.csv,figure_id,
04_05_materials/chart_data_package.csv,execution_id,
04_05_materials/chart_data_package.csv,suggested_title,
04_05_materials/chart_data_package.csv,evidence_role,主证据、交叉验证、反证、阻断、代理或背景
04_05_materials/chart_data_package.csv,data_candidate_ids,
04_05_materials/chart_data_package.csv,required_fields,
04_05_materials/chart_data_package.csv,available_fields,
04_05_materials/chart_data_package.csv,source_ids,来源 ID
04_05_materials/chart_data_package.csv,chart_type_suggestion,
04_05_materials/chart_data_package.csv,chart_readiness,制图成熟度：`ready / partial / missing`
04_05_materials/chart_data_package.csv,report_grade_status,是否达到研报级展示标准：`report_grade_ready / usable_with_caveat / not_report_grade`
04_05_materials/chart_data_package.csv,evidence_message,
04_05_materials/chart_data_package.csv,usage_limit,可展示但不可外推的限制
04_05_materials/chart_data_package.csv,gap_to_ready,
04_05_materials/delivery_readiness.csv,delivery_readiness_id,
04_05_materials/delivery_readiness.csv,execution_id,
04_05_materials/delivery_readiness.csv,target_report_type,目标 05 报告类型，继承 01 `delivery_archetype.primary`
04_05_materials/delivery_readiness.csv,status,总体交付准备度：`ready / partially_ready / not_ready`
04_05_materials/delivery_readiness.csv,chart_readiness,制图成熟度：`ready / partial / missing`
04_05_materials/delivery_readiness.csv,table_readiness,表格或排序表维度：`ready / partial / missing / not_applicable`
04_05_materials/delivery_readiness.csv,source_annotation_readiness,来源注释维度：`ready / partial / missing / not_applicable`
04_05_materials/delivery_readiness.csv,linked_judgment_unit_ids,绑定的核心判断单元
04_05_materials/delivery_readiness.csv,linked_data_candidate_ids,
04_05_materials/delivery_readiness.csv,linked_chart_ids,
04_05_materials/delivery_readiness.csv,linked_table_ids,
04_05_materials/delivery_readiness.csv,source_annotation_ids,
04_05_materials/delivery_readiness.csv,delivery_limit,素材层面的形态上限与必须保留的限制；不得写成章节、故事线、标题或投资要点
04_05_materials/delivery_readiness.csv,gap_action,若未就绪，应补齐素材、调整报告类型还是降级交付
04_05_materials/delivery_readiness.csv,notes,
04_05_materials/display_data_candidates.csv,﻿data_candidate_id,
04_05_materials/display_data_candidates.csv,execution_id,
04_05_materials/display_data_candidates.csv,linked_judgment_unit_ids,绑定的核心判断单元
04_05_materials/display_data_candidates.csv,linked_input_ids,对应推理输入
04_05_materials/display_data_candidates.csv,linked_evidence_ids,对应证据记录
04_05_materials/display_data_candidates.csv,object,展示对象
04_05_materials/display_data_candidates.csv,indicator,指标名称
04_05_materials/display_data_candidates.csv,value_field,使用 `raw_value`、`normalized_value` 或文本事实字段
04_05_materials/display_data_candidates.csv,unit,单位
04_05_materials/display_data_candidates.csv,period,业务时间或统计期
04_05_materials/display_data_candidates.csv,grain,时间序列、横截面、事件、文本观测等粒度
04_05_materials/display_data_candidates.csv,source_ids,来源 ID
04_05_materials/display_data_candidates.csv,data_status,`ready / partial / missing`
04_05_materials/display_data_candidates.csv,visual_role,`quant_chart / ranking_table / event_timeline / supporting_table / qualitative_table`
04_05_materials/display_data_candidates.csv,chart_readiness,制图成熟度：`ready / partial / missing`
04_05_materials/display_data_candidates.csv,quantitative_or_qualitative,数据性质：`quantitative / qualitative / mixed`
04_05_materials/display_data_candidates.csv,time_points_count,可用于时间序列或窗口比较的时间点数量；非时间序列可填对象数量或 0
04_05_materials/display_data_candidates.csv,comparison_baseline,可比较基准，例如前期、同业、强弱排序、基准情景等
04_05_materials/display_data_candidates.csv,ranking_support,是否支持对象强弱排序：`none / weak / medium / strong`
04_05_materials/display_data_candidates.csv,report_grade_status,是否达到研报级展示标准：`report_grade_ready / usable_with_caveat / not_report_grade`
04_05_materials/display_data_candidates.csv,gap_to_report_grade,未达到研报级展示时缺少什么
04_05_materials/display_data_candidates.csv,usage_limit,可展示但不可外推的限制
04_05_materials/display_data_candidates.csv,caveat,数据缺口、口径差异或解释注意事项
04_05_materials/source_annotation_package.csv,annotation_id,
04_05_materials/source_annotation_package.csv,execution_id,
04_05_materials/source_annotation_package.csv,source_id,
04_05_materials/source_annotation_package.csv,evidence_ids,
04_05_materials/source_annotation_package.csv,citation_phrase,
04_05_materials/source_annotation_package.csv,source_type,
04_05_materials/source_annotation_package.csv,published_at,
04_05_materials/source_annotation_package.csv,business_time,
