input_id,execution_id,requirement_id,linked_judgment_unit_ids,state_binding_ref,observation_requirement_ref,input_type,target_instance_id,anchor_instance_type,primary_state_variable_id,supports_state_variable_ids,evidence_profile_refs,event_type,raw_value,raw_unit,normalized_value,normalized_unit,currency,direction,value_type,data_granularity,is_forward_looking,business_time_start,business_time_end,publication_time,scope,statement_nature,verification_status,source_run_refs,evidence_refs,transformation_ref,notes
RI-11,EXEC-MEM-CYCLE-20260707-1,IR-OBS-15,,IR-SB-15,IR-OBS-15,Observation,INST-SEG-MEM,Segment,supply_availability,supply_availability,capacity_supply,,Micron expects DRAM and NAND supply-demand conditions to remain tight beyond calendar 2027,qualitative,supply-demand tight beyond 2027,qualitative,,decrease,qualitative,single_observation,true,2026-06-24,2027-12-31,2026-06-24,global,forecast,usable_with_caveat,SR-01,EV-01,MAP-04,供应商展望，需行业源交叉
RI-12,EXEC-MEM-CYCLE-20260707-1,IR-E-02,JU-06,IR-SB-06,IR-OBS-06,Event,INST-F-MU-TONG,ManufacturingFacility,capacity_expansion_progress,capacity_expansion_progress|supply_availability,capacity_supply,capacity_investment_change,Tongluo existing fab expected to support meaningful DRAM/HBM shipments beginning mid-2027; Singapore HBM packaging expected to contribute meaningfully in 1H27,qualitative,new wafer and packaging supply begins 2027,qualitative,,increase,qualitative,single_observation,true,2027-01-01,2027-12-31,2026-06-24,Micron Taiwan and Singapore,forecast,usable_with_caveat,SR-01|SR-02,EV-06,MAP-05,meaningful shipments不等于稳定满产
RI-13,EXEC-MEM-CYCLE-20260707-1,IR-OBS-07,JU-04|JU-06,IR-SB-07,IR-OBS-07,Signal,INST-P-NAND,Product,supply_elasticity,supply_elasticity|supply_availability,capacity_supply,capacity_investment_change,Meaningful enterprise SSD capacity expansion unlikely until late 2027 or 2028,qualitative,NAND capacity relief late-2027/2028,qualitative,,increase,qualitative,single_observation,true,2027-07-01,2028-12-31,2026-03-31,global enterprise SSD,forecast,usable_with_caveat,SR-06,EV-07,MAP-07,行业研究预测
RI-14,EXEC-MEM-CYCLE-20260707-1,IR-OBS-07,JU-02|JU-03,IR-SB-07,IR-OBS-07,Observation,INST-P-HBM,Product,supply_elasticity,supply_elasticity,capacity_supply,,HBM share of top-three DRAM wafer input estimated at 22% by end-2026 and 30% by end-2027,percent,22|30,percent,,decrease,qualitative,single_observation,true,2026-01-01,2027-12-31,2026-06-02,top three suppliers,forecast,usable_with_caveat,SR-08,EV-09,MAP-07,HBM挤占通用DRAM供给的结构性信号
RI-15,EXEC-MEM-CYCLE-20260707-1,IR-OBS-08,,IR-SB-08,IR-OBS-08,Observation,INST-IND-MEM,Industry,end_market_demand_strength,end_market_demand_strength,demand_orders,demand_forecast_change,WSTS forecasts Memory revenue around +250% YoY in 2026 and +32% in 2027,percent,250|32,percent,,increase,qualitative,single_observation,true,2026-01-01,2027-12-31,2026-06-24,global,forecast,usable_with_caveat,SR-10,EV-08,MAP-07,收入预测受价格影响，不等同bit demand
RI-16,EXEC-MEM-CYCLE-20260707-1,IR-OBS-16,,IR-SB-16,IR-OBS-16,Signal,INST-P-HBM,Product,yield_maturity,yield_maturity,manufacturing_yield,,SK hynix shipped 12-layer HBM4E samples to major customers on 2026-06-18,qualitative,HBM4E sampling milestone,qualitative,,increase,qualitative,single_observation,false,2026-06-18,2026-06-18,2026-06-18,global,reported_fact,usable,SR-12,EV-12,MAP-08,样品送达是良率与认证的代理信号，不等同跨批次良率、客户认证或稳定量产
RI-17,EXEC-MEM-CYCLE-20260707-1,IR-OBS-04,JU-01|JU-02|JU-03,IR-SB-04,IR-OBS-04,Observation,INST-P-HBM,Product,capacity_tightness,capacity_tightness|supply_availability,capacity_supply,,Samsung memory revenue and operating profit reached records amid limited supply availability and industry-wide price increases,qualitative,limited supply and high ASP,qualitative,,increase,qualitative,single_observation,false,2026-01-01,2026-03-31,2026-04-30,Samsung,reported_fact,usable_with_caveat,SR-03,EV-10,MAP-04,公司业务口径，未给具体库存
RI-18,EXEC-MEM-CYCLE-20260707-1,IR-OBS-09,,IR-SB-09,IR-OBS-09,Observation,INST-P-HBM,Product,end_market_demand_strength,end_market_demand_strength,demand_orders,,SK hynix FY2025 HBM revenue more than doubled YoY; conventional server DRAM and eSSD demand strengthened in H2,qualitative,HBM and AI-server memory demand strong,qualitative,,increase,qualitative,single_observation,false,2025-01-01,2025-12-31,2026-01-28,SK_hynix,reported_fact,usable,SR-05,EV-13,MAP-04,作为2026趋势背景
RI-19,EXEC-MEM-CYCLE-20260707-1,IR-OBS-01,,IR-SB-01,IR-OBS-01,Observation,INST-APP-SERVER,Application,end_market_demand_strength,end_market_demand_strength,demand_orders,,AI and traditional server demand remains strong but is constrained by inadequate DRAM and NAND supply,qualitative,server memory demand strong and supply constrained,qualitative,,increase,qualitative,single_observation,true,2026-01-01,2026-12-31,2026-03-18,global server,forecast,usable_with_caveat,SR-14,EV-17,MAP-04,公司展望；同时覆盖AI与传统服务器
RI-20,EXEC-MEM-CYCLE-20260707-1,IR-OBS-02,JU-01|JU-02,IR-SB-02,IR-OBS-02,Signal,INST-P-HBM,Product,order_visibility,order_visibility,demand_orders,order_shipment_change,Samsung and AMD will align on primary HBM4 supply for the MI455X platform,qualitative,HBM4 customer supply alignment,qualitative,,increase,qualitative,single_observation,false,2026-03-18,2027-12-31,2026-03-18,AMD next-generation accelerator,reported_fact,usable_with_caveat,SR-16,EV-18,MAP-04,MOU签署事实；不是约束性订单但提供客户与产品方向
RI-21,EXEC-MEM-CYCLE-20260707-1,IR-OBS-02,,IR-SB-02,IR-OBS-02,Signal,INST-P-DRAM,Product,order_visibility,order_visibility,demand_orders,order_shipment_change,Micron strategic customer agreements provide committed DRAM supply over multiyear terms,qualitative,multi-year DRAM commitments provide product visibility,qualitative,,increase,qualitative,single_observation,false,2026-01-01,2030-12-31,2026-06-24,Micron DRAM customers,reported_fact,usable,SR-01,EV-19,MAP-04,公司产品组合口径；不外推全行业订单量
RI-22,EXEC-MEM-CYCLE-20260707-1,IR-OBS-02,JU-04,IR-SB-02,IR-OBS-02,Signal,INST-P-NAND,Product,order_visibility,order_visibility,demand_orders,order_shipment_change,Micron strategic customer agreements cover about one-third of NAND volume over the agreement term,percent,one-third of NAND volume under agreements,percent,,increase,qualitative,single_observation,false,2026-01-01,2030-12-31,2026-06-24,Micron NAND customers,reported_fact,usable,SR-01,EV-20,MAP-04,公司特定NAND覆盖；不外推其他供应商
RI-23,EXEC-MEM-CYCLE-20260707-1,IR-OBS-03,JU-07,IR-SB-03,IR-OBS-03,Signal,INST-P-HBM,Product,inventory_cycle_position,inventory_cycle_position,inventory_cycle,,No single supplier is expected to fully satisfy Rubin HBM4 requirements and NVIDIA is expected to use all three suppliers,qualitative,HBM available buffer appears constrained during validation and ramp,qualitative,,decrease,qualitative,single_observation,false,2026-01-01,2026-12-31,2026-02-13,global HBM4,estimate,usable_with_caveat,SR-19,EV-21,MAP-03,供给不足作为库存位置代理；无库存天数
RI-24,EXEC-MEM-CYCLE-20260707-1,IR-OBS-03,JU-04|JU-07,IR-SB-03,IR-OBS-03,Observation,INST-P-NAND,Product,inventory_cycle_position,inventory_cycle_position,inventory_cycle,,NAND buyers are restocking as enterprise SSD demand absorbs capacity and wafer availability remains extremely limited,qualitative,NAND channel procurement and inventory rebuilding under shortage,qualitative,,increase,qualitative,single_observation,false,2026-04-01,2026-06-30,2026-03-31,global NAND,estimate,usable_with_caveat,SR-06,EV-22,MAP-03,缺连续库存天数；保留行业调查性质
RI-25,EXEC-MEM-CYCLE-20260707-1,IR-OBS-04,JU-03,IR-SB-04,IR-OBS-04,Observation,INST-P-DRAM,Product,capacity_tightness,capacity_tightness,capacity_supply,,DRAM cleanroom constraints long construction lead times and HBM trade ratio constrain bit supply growth,qualitative,DRAM effective capacity constrained,qualitative,,increase,qualitative,single_observation,true,2026-01-01,2026-12-31,2026-03-18,global DRAM,forecast,usable_with_caveat,SR-14,EV-23,MAP-04,未给统一利用率；作为产能紧张方向
RI-26,EXEC-MEM-CYCLE-20260707-1,IR-OBS-04,,IR-SB-04,IR-OBS-04,Observation,INST-P-NAND,Product,capacity_tightness,capacity_tightness,capacity_supply,,Limited cleanroom space and redirection of some supplier space to DRAM constrain NAND bit supply growth,qualitative,NAND effective capacity constrained,qualitative,,increase,qualitative,single_observation,true,2026-01-01,2026-12-31,2026-03-18,global NAND,forecast,usable_with_caveat,SR-14,EV-24,MAP-04,未给统一利用率；作为产能紧张方向
RI-27,EXEC-MEM-CYCLE-20260707-1,IR-OBS-05,,IR-SB-05,IR-OBS-05,Observation,INST-P-HBM,Product,product_price_pressure,product_price_pressure,pricing_economics,price_lead_time_change,HBM annual pricing lagged quarterly market increases while 2027 HBM4 supply negotiations began in 2Q26,qualitative,HBM contract pricing under upward renegotiation pressure,qualitative,,increase,qualitative,single_observation,false,2026-01-01,2027-12-31,2026-06-02,global HBM,estimate,usable_with_caveat,SR-08,EV-25,MAP-01,无同代际成交价时间序列；profile保持partial
RI-28,EXEC-MEM-CYCLE-20260707-1,IR-OBS-06,,IR-SB-06,IR-OBS-06,Event,INST-F-MU-SG,ManufacturingFacility,capacity_expansion_progress,capacity_expansion_progress,capacity_supply,capacity_investment_change,Singapore advanced packaging facility remains on track to contribute meaningfully to HBM supply in 2027,qualitative,Singapore HBM packaging facility progressing toward 2027 contribution,qualitative,,increase,qualitative,single_observation,true,2026-03-18,2027-12-31,2026-03-18,Singapore,forecast,usable_with_caveat,SR-14,EV-26,MAP-05,计划进展不等于稳定量产
RI-29,EXEC-MEM-CYCLE-20260707-1,IR-OBS-07,,IR-SB-07,IR-OBS-07,Observation,INST-P-DRAM,Product,supply_elasticity,supply_elasticity,capacity_supply,,Cleanroom constraints long construction lead times higher HBM trade ratio and lower node-migration bits per wafer constrain DRAM response,qualitative,DRAM supply response is slow,qualitative,,decrease,qualitative,single_observation,true,2026-01-01,2027-12-31,2026-03-18,global DRAM,forecast,usable_with_caveat,SR-14,EV-27,MAP-07,缺实际切换周期和恢复时间
RI-30,EXEC-MEM-CYCLE-20260707-1,IR-OBS-09,,IR-SB-09,IR-OBS-09,Observation,INST-P-DRAM,Product,end_market_demand_strength,end_market_demand_strength,demand_orders,,AI demand is driving DRAM data-center bit TAM above half of industry TAM while traditional server demand remains robust,qualitative,data-center and server DRAM demand strong,qualitative,,increase,qualitative,single_observation,true,2026-01-01,2026-12-31,2026-03-18,global data-center DRAM,forecast,usable_with_caveat,SR-14,EV-28,MAP-04,公司对行业TAM的展望；与行业材料交叉
RI-31,EXEC-MEM-CYCLE-20260707-1,IR-OBS-09,,IR-SB-09,IR-OBS-09,Observation,INST-P-NAND,Product,end_market_demand_strength,end_market_demand_strength,demand_orders,,AI inference is accelerating data-center NAND bit demand and demand materially exceeds available Micron supply,qualitative,data-center NAND demand strong,qualitative,,increase,qualitative,single_observation,false,2026-01-01,2026-12-31,2026-03-18,data-center NAND,reported_fact,usable_with_caveat,SR-14,EV-29,MAP-04,公司供需口径；不代表消费NAND同步强
RI-32,EXEC-MEM-CYCLE-20260707-1,IR-OBS-10,,IR-SB-10,IR-OBS-10,Signal,INST-C-SS,Company,order_visibility,order_visibility,demand_orders,order_shipment_change,Samsung and AMD signed an MOU covering primary HBM4 supply and next-generation DDR5 collaboration,qualitative,Samsung has named-customer HBM4 and DDR5 supply alignment,qualitative,,increase,qualitative,single_observation,false,2026-03-18,2027-12-31,2026-03-18,Samsung and AMD,reported_fact,usable_with_caveat,SR-16,EV-30,MAP-04,MOU签署事实；不等同已锁定采购量或取消条款
RI-33,EXEC-MEM-CYCLE-20260707-1,IR-OBS-10,,IR-SB-10,IR-OBS-10,Signal,INST-C-SKH,Company,order_visibility,order_visibility,demand_orders,order_shipment_change,SK hynix large-scale HBM4 production is underway to meet customer requests and customer collaboration is being strengthened,qualitative,SK hynix customer demand supports HBM4 production visibility,qualitative,,increase,qualitative,single_observation,false,2025-09-01,2026-12-31,2026-01-28,SK hynix HBM customers,reported_fact,usable_with_caveat,SR-05,EV-31,MAP-04,未披露订单覆盖期和取消条款
RI-34,EXEC-MEM-CYCLE-20260707-1,IR-OBS-11,,IR-SB-11,IR-OBS-11,Observation,INST-C-SS,Company,inventory_cycle_position,inventory_cycle_position,inventory_cycle,,Samsung DS inventory rose from KRW 28.806tn at 2025 year-end to KRW 30.248tn at 1Q26; DS finished goods rose from KRW 3.309tn to KRW 3.671tn,KRW_trillion,DS inventory and finished goods increased sequentially,KRW_trillion,KRW,increase,monetary,single_observation,false,2025-12-31,2026-03-31,2026-05-29,Samsung Device Solutions,data_point,usable_with_caveat,SR-17,EV-32,MAP-03,DS含非存储半导体；仅作Samsung公司库存方向代理
RI-35,EXEC-MEM-CYCLE-20260707-1,IR-OBS-12,,IR-SB-12,IR-OBS-12,Signal,INST-P-HBM,Product,inventory_buffer_capacity,inventory_buffer_capacity,inventory_cycle,,No single HBM supplier is expected to fully satisfy Rubin requirements during HBM4 validation and ramp,qualitative,HBM supply buffer is limited during multi-source ramp,qualitative,,decrease,qualitative,single_observation,false,2026-01-01,2026-12-31,2026-02-13,global HBM4,estimate,usable_with_caveat,SR-19,EV-33,MAP-03,供给不足代理缓冲能力；无可用库存或覆盖期
RI-36,EXEC-MEM-CYCLE-20260707-1,IR-OBS-12,,IR-SB-12,IR-OBS-12,Observation,INST-P-DRAM,Product,inventory_buffer_capacity,inventory_buffer_capacity,inventory_cycle,,DRAM supplier inventory remains extremely low and incremental supply is prioritized for high-capacity server RDIMMs,qualitative,DRAM supplier inventory buffer is limited,qualitative,,decrease,qualitative,single_observation,false,2026-04-01,2026-06-30,2026-06-01,global DRAM suppliers,estimate,usable_with_caveat,SR-07,EV-34,MAP-03,缺渠道与客户定量覆盖期
RI-37,EXEC-MEM-CYCLE-20260707-1,IR-OBS-12,,IR-SB-12,IR-OBS-12,Observation,INST-P-NAND,Product,inventory_buffer_capacity,inventory_buffer_capacity,inventory_cycle,,Enterprise SSD demand is absorbing capacity while NAND wafer availability is extremely limited and buyers are restocking,qualitative,NAND available inventory buffer is limited,qualitative,,decrease,qualitative,single_observation,false,2026-04-01,2026-06-30,2026-03-31,global NAND,estimate,usable_with_caveat,SR-06,EV-35,MAP-03,缺规格可用库存和覆盖天数
RI-38,EXEC-MEM-CYCLE-20260707-1,IR-OBS-13,,IR-SB-13,IR-OBS-13,Observation,INST-C-MU,Company,inventory_buffer_capacity,inventory_buffer_capacity,inventory_cycle,,Micron inventory was 123 days in FQ2 and 120 days in FQ3 while DRAM remained below 120 days,days,Micron inventory buffer stayed tight across two sequential quarters,days,,decrease,qualitative,single_observation,false,2026-02-26,2026-05-28,2026-06-24,Micron,data_point,usable_with_caveat,SR-14|SR-01,EV-36|EV-15,MAP-03,连续两时点但仍是原厂层级；不能外推客户库存
RI-39,EXEC-MEM-CYCLE-20260707-1,IR-OBS-13,,IR-SB-13,IR-OBS-13,Observation,INST-C-SS,Company,inventory_buffer_capacity,inventory_buffer_capacity,inventory_cycle,,Samsung DS finished goods rose to KRW 3.671tn and total DS inventory to KRW 30.248tn in 1Q26,KRW_trillion,DS inventory provides a larger but unquantified memory buffer proxy,KRW_trillion,KRW,increase,monetary,single_observation,false,2025-12-31,2026-03-31,2026-05-29,Samsung Device Solutions,data_point,usable_with_caveat,SR-17,EV-37,MAP-03,金额不等同可用库存或缓冲时长；DS含非存储业务
RI-40,EXEC-MEM-CYCLE-20260707-1,IR-OBS-14,,IR-SB-14,IR-OBS-14,Observation,INST-P-DRAM,Product,supply_availability,supply_availability,capacity_supply,,AI and traditional server demand are constrained by lack of adequate DRAM supply,qualitative,qualified DRAM supply is insufficient for server demand,qualitative,,decrease,qualitative,single_observation,false,2026-01-01,2026-12-31,2026-03-18,global DRAM,reported_fact,usable_with_caveat,SR-14,EV-38,MAP-04,缺统一交期和替代供应数据
RI-41,EXEC-MEM-CYCLE-20260707-1,IR-OBS-14,,IR-SB-14,IR-OBS-14,Observation,INST-P-NAND,Product,supply_availability,supply_availability,capacity_supply,,Micron reports data-center NAND demand significantly exceeds its available supply for the foreseeable future,qualitative,available data-center NAND supply is insufficient,qualitative,,decrease,qualitative,single_observation,false,2026-01-01,2026-12-31,2026-03-18,data-center NAND,reported_fact,usable_with_caveat,SR-14,EV-39,MAP-04,公司范围；消费NAND供给另行观察
RI-42,EXEC-MEM-CYCLE-20260707-1,IR-OBS-16,,IR-SB-16,IR-OBS-16,Observation,INST-P-HBM,Product,yield_maturity,yield_maturity,manufacturing_yield,,Samsung began HBM4 mass production and commercial shipment after achieving stable yields from the start of production,qualitative,HBM4 reached stable-yield commercial production at Samsung,qualitative,,increase,qualitative,single_observation,false,2026-02-12,2026-02-12,2026-02-12,Samsung HBM4,reported_fact,usable,SR-15,EV-40,MAP-08,公司未披露良率百分比与跨批次序列；profile保持partial
RI-43,EXEC-MEM-CYCLE-20260707-1,IR-OBS-16,JU-06,IR-SB-16,IR-OBS-16,Observation,INST-P-DRAM,Product,yield_maturity,yield_maturity,manufacturing_yield,,Micron 1-gamma DRAM was its fastest ramp to mature yields and was ramping volume faster than prior nodes,qualitative,1-gamma DRAM reached mature-yield ramp,qualitative,,increase,qualitative,single_observation,false,2025-09-01,2026-06-30,2026-03-18,Micron 1-gamma DRAM,reported_fact,usable,SR-14,EV-41,MAP-08,单公司节点；缺跨厂同口径良率
RI-44,EXEC-MEM-CYCLE-20260707-1,IR-OBS-16,JU-06,IR-SB-16,IR-OBS-16,Observation,INST-P-NAND,Product,yield_maturity,yield_maturity,manufacturing_yield,,Micron G9 NAND was ramping with robust yields across data-center and client SSDs,qualitative,G9 NAND has a robust yield ramp across two application classes,qualitative,,increase,qualitative,single_observation,false,2025-09-01,2026-06-30,2025-12-17,Micron G9 NAND,reported_fact,usable,SR-13,EV-42,MAP-08,单公司节点；未给良率百分比
RI-45,EXEC-MEM-CYCLE-20260707-1,IR-OBS-17,JU-06,IR-SB-17,IR-OBS-17,Signal,INST-F-MU-TONG,ManufacturingFacility,yield_maturity,yield_maturity,manufacturing_yield,capacity_investment_change,Tongluo acquisition closed and meaningful product shipments are not expected until fiscal 2028,qualitative,Tongluo remains pre-production with no current facility yield,qualitative,,increase,qualitative,single_observation,false,2026-03-18,2027-12-31,2026-03-18,Tongluo,reported_fact,usable_with_caveat,SR-14,EV-43,MAP-08,直接证明当前阶段尚无量产良率；不预测未来良率
RI-46,EXEC-MEM-CYCLE-20260707-1,IR-OBS-17,JU-06,IR-SB-17,IR-OBS-17,Signal,INST-F-MU-SG,ManufacturingFacility,yield_maturity,yield_maturity,manufacturing_yield,capacity_investment_change,Singapore HBM advanced-packaging facility is on track to contribute in 2027 and has no disclosed current production yield,qualitative,Singapore facility remains pre-contribution with no current yield observation,qualitative,,increase,qualitative,single_observation,true,2026-03-18,2027-12-31,2026-03-18,Singapore,forecast,usable_with_caveat,SR-14,EV-44,MAP-08,当前阶段事实与未来时间表分开；不虚构良率
RI-47,EXEC-MEM-CYCLE-20260707-1,IR-OBS-18,JU-02|JU-03,IR-SB-18,IR-OBS-18,Signal,INST-P-HBM,Product,pricing_power,pricing_power,pricing_economics,price_lead_time_change,TrendForce expects suppliers to seek substantial 2027 HBM4 price increases as supply negotiations shift to the next generation,qualitative,HBM suppliers have stronger bargaining power for 2027 contracts,qualitative,,increase,qualitative,single_observation,true,2026-04-01,2027-12-31,2026-06-02,global HBM4,forecast,usable_with_caveat,SR-08,EV-45,MAP-01,行业预测；缺实际客户流失与份额变化
RI-48,EXEC-MEM-CYCLE-20260707-1,IR-OBS-18,JU-05,IR-SB-18,IR-OBS-18,Observation,INST-P-DRAM,Product,pricing_power,pricing_power,pricing_economics,price_lead_time_change,Micron DRAM prices rose mid-60s in FQ2 and low-60s in FQ3 while bit shipments increased only modestly,percent,DRAM price increases were realized despite limited bit growth,percent,,increase,qualitative,single_observation,false,2025-11-28,2026-05-28,2026-06-24,Micron DRAM,data_point,usable_with_caveat,SR-14|SR-01,EV-46|EV-02,MAP-01,价格兑现是定价权代理；缺客户流失和份额验证
RI-49,EXEC-MEM-CYCLE-20260707-1,IR-OBS-18,JU-04|JU-05,IR-SB-18,IR-OBS-18,Observation,INST-P-NAND,Product,pricing_power,pricing_power,pricing_economics,price_lead_time_change,Micron NAND prices rose high-70s in FQ2 and mid-80s in FQ3 while bit shipments increased low to mid single digits,percent,NAND price increases were realized despite limited bit growth,percent,,increase,qualitative,single_observation,false,2025-11-28,2026-05-28,2026-06-24,Micron NAND,data_point,usable_with_caveat,SR-14|SR-01,EV-47|EV-02,MAP-01,价格兑现是定价权代理；缺客户流失和份额验证
RI-50,EXEC-MEM-CYCLE-20260707-1,IR-OBS-14,JU-02|JU-03,IR-SB-14,IR-OBS-14,Observation,INST-P-HBM,Product,supply_availability,supply_availability,capacity_supply,,Samsung began commercial HBM4 shipments and reports stable production yields while expanding HBM4 capacity,qualitative,qualified HBM4 supply is commercially available but still expanding,qualitative,,increase,qualitative,single_observation,false,2026-02-12,2026-12-31,2026-02-12,Samsung HBM4,reported_fact,usable_with_caveat,SR-15,EV-48,MAP-04,单一供应商范围；不代表全行业供给充足
